Distrito,Causa_Morte,Ano,Obitos
Distrito de Viseu,Tumores malignos,2004,859
Distrito de Viseu,Diabetes,2005,135
Distrito de Viseu,Doenças do aparelho circulatório,2005,1654
Distrito de Viseu,Doenças do aparelho digestivo,2005,204
Distrito de Viseu,Doenças do aparelho respiratório,2005,478
Distrito de Viseu,SIDA,2005,8
Distrito de Viseu,Suicídio,2005,18
Distrito de Viseu,Tuberculose,2005,6
Distrito de Viseu,Tumores malignos,2005,872
Distrito de Viseu,Diabetes,2006,129
Distrito de Viseu,Doenças do aparelho circulatório,2006,1593
Distrito de Viseu,Doenças do aparelho digestivo,2006,207
Distrito de Viseu,Doenças do aparelho respiratório,2006,504
Distrito de Viseu,SIDA,2006,8
Distrito de Viseu,Suicídio,2006,21
Distrito de Viseu,Tuberculose,2006,6
Distrito de Viseu,Tumores malignos,2006,886
Distrito de Viseu,Diabetes,2007,123
Distrito de Viseu,Doenças do aparelho circulatório,2007,1531
Distrito de Viseu,Doenças do aparelho digestivo,2007,210
Distrito de Viseu,Doenças do aparelho respiratório,2007,529
Distrito de Viseu,SIDA,2007,8
Distrito de Viseu,Suicídio,2007,24
Distrito de Viseu,Tuberculose,2007,6
Distrito de Viseu,Tumores malignos,2007,899
Distrito de Viseu,Diabetes,2008,117
Distrito de Viseu,Doenças do aparelho circulatório,2008,1469
Distrito de Viseu,Doenças do aparelho digestivo,2008,213
Distrito de Viseu,Doenças do aparelho respiratório,2008,554
Distrito de Viseu,SIDA,2008,8
Distrito de Viseu,Suicídio,2008,27
Distrito de Viseu,Tuberculose,2008,6
Distrito de Viseu,Tumores malignos,2008,913
Distrito de Viseu,Diabetes,2009,111
Distrito de Viseu,Doenças do aparelho circulatório,2009,1407
Distrito de Viseu,Doenças do aparelho digestivo,2009,216
Distrito de Viseu,Doenças do aparelho respiratório,2009,579
Distrito de Viseu,SIDA,2009,8
Distrito de Viseu,Suicídio,2009,30
Distrito de Viseu,Tuberculose,2009,6
Distrito de Viseu,Tumores malignos,2009,926
Distrito de Viseu,Diabetes,2010,173
Distrito de Viseu,Doenças do aparelho circulatório,2010,1411
Distrito de Viseu,Doenças do aparelho digestivo,2010,225
Distrito de Viseu,Doenças do aparelho respiratório,2010,606
Distrito de Viseu,SIDA,2010,3
Distrito de Viseu,Suicídio,2010,36
Distrito de Viseu,Tuberculose,2010,3
Distrito de Viseu,Tumores malignos,2010,948
Distrito de Viseu,Diabetes,2011,140
Distrito de Viseu,Doenças do aparelho circulatório,2011,1339
Distrito de Viseu,Doenças do aparelho digestivo,2011,199
Distrito de Viseu,Doenças do aparelho respiratório,2011,558
Distrito de Viseu,SIDA,2011,4
Distrito de Viseu,Suicídio,2011,25
Distrito de Viseu,Tuberculose,2011,6
Distrito de Viseu,Tumores malignos,2011,957
Distrito de Viseu,Diabetes,2012,159
Distrito de Viseu,Doenças do aparelho circulatório,2012,1423
Distrito de Viseu,Doenças do aparelho digestivo,2012,189
Distrito de Viseu,Doenças do aparelho respiratório,2012,697
Distrito de Viseu,SIDA,2012,9
Distrito de Viseu,Suicídio,2012,18
Distrito de Viseu,Tuberculose,2012,1
Distrito de Viseu,Tumores malignos,2012,968
Distrito de Viseu,Diabetes,2013,147
Distrito de Viseu,Doenças do aparelho circulatório,2013,1450
Distrito de Viseu,Doenças do aparelho digestivo,2013,211
Distrito de Viseu,Doenças do aparelho respiratório,2013,626
Distrito de Viseu,SIDA,2013,1
Distrito de Viseu,Suicídio,2013,33
Distrito de Viseu,Tuberculose,2013,5
Distrito de Viseu,Tumores malignos,2013,962
Distrito de Viseu,Diabetes,2014,161
Distrito de Viseu,Doenças do aparelho circulatório,2014,1427
Distrito de Viseu,Doenças do aparelho digestivo,2014,240
Distrito de Viseu,Doenças do aparelho respiratório,2014,539
Distrito de Viseu,SIDA,2014,5
Distrito de Viseu,Suicídio,2014,22
Distrito de Viseu,Tuberculose,2014,1
Distrito de Viseu,Tumores malignos,2014,1004
Distrito de Viseu,Diabetes,2015,172
Distrito de Viseu,Doenças do aparelho circulatório,2015,1411
Distrito de Viseu,Doenças do aparelho digestivo,2015,218
Distrito de Viseu,Doenças do aparelho respiratório,2015,652
Distrito de Viseu,SIDA,2015,6
Distrito de Viseu,Suicídio,2015,39
Distrito de Viseu,Tuberculose,2015,7
Distrito de Viseu,Tumores malignos,2015,977
Distrito de Viseu,Diabetes,2016,165
Distrito de Viseu,Doenças do aparelho circulatório,2016,1433
Distrito de Viseu,Doenças do aparelho digestivo,2016,271
Distrito de Viseu,Doenças do aparelho respiratório,2016,652
Distrito de Viseu,SIDA,2016,4
Distrito de Viseu,Suicídio,2016,19
Distrito de Viseu,Tuberculose,2016,4
Distrito de Viseu,Tumores malignos,2016,1056
Distrito de Viseu,Diabetes,2017,161
Distrito de Viseu,Doenças do aparelho circulatório,2017,1377
Distrito de Viseu,Doenças do aparelho digestivo,2017,248
Distrito de Viseu,Doenças do aparelho respiratório,2017,586
Distrito de Viseu,SIDA,2017,2
Distrito de Viseu,Suicídio,2017,21
Distrito de Viseu,Tuberculose,2017,6
Distrito de Viseu,Tumores malignos,2017,1084
Distrito de Viseu,Diabetes,2018,149
Distrito de Viseu,Doenças do aparelho circulatório,2018,1364
Distrito de Viseu,Doenças do aparelho digestivo,2018,243
Distrito de Viseu,Doenças do aparelho respiratório,2018,573
Distrito de Viseu,SIDA,2018,9
Distrito de Viseu,Suicídio,2018,27
Distrito de Viseu,Tuberculose,2018,7
Distrito de Viseu,Tumores malignos,2018,1049
Distrito de Viseu,Diabetes,2019,158
Distrito de Viseu,Doenças do aparelho circulatório,2019,1372
Distrito de Viseu,Doenças do aparelho digestivo,2019,205
Distrito de Viseu,Doenças do aparelho respiratório,2019,555
Distrito de Viseu,SIDA,2019,2
Distrito de Viseu,Suicídio,2019,24
Distrito de Viseu,Tuberculose,2019,4
Distrito de Viseu,Tumores malignos,2019,1070
Distrito de Viseu,Diabetes,2020,145
Distrito de Viseu,Doenças do aparelho circulatório,2020,1433
Distrito de Viseu,Doenças do aparelho digestivo,2020,229
Distrito de Viseu,Doenças do aparelho respiratório,2020,524
Distrito de Viseu,SIDA,2020,3
Distrito de Viseu,Suicídio,2020,24
Distrito de Viseu,Tuberculose,2020,2
Distrito de Viseu,Tumores malignos,2020,1071
Distrito de Viseu,Diabetes,2021,138
Distrito de Viseu,Doenças do aparelho circulatório,2021,1315
Distrito de Viseu,Doenças do aparelho digestivo,2021,242
Distrito de Viseu,Doenças do aparelho respiratório,2021,427
Distrito de Viseu,SIDA,2021,0
Distrito de Viseu,Suicídio,2021,14
Distrito de Viseu,Tuberculose,2021,5
Distrito de Viseu,Tumores malignos,2021,1034
Distrito de Viseu,Diabetes,2022,128
Distrito de Viseu,Doenças do aparelho circulatório,2022,1385
Distrito de Viseu,Doenças do aparelho digestivo,2022,252
Distrito de Viseu,Doenças do aparelho respiratório,2022,557
Distrito de Viseu,SIDA,2022,1
Distrito de Viseu,Suicídio,2022,35
Distrito de Viseu,Tuberculose,2022,2
Distrito de Viseu,Tumores malignos,2022,1027
Distrito de Viseu,Diabetes,2023,146
Distrito de Viseu,Doenças do aparelho circulatório,2023,1261
Distrito de Viseu,Doenças do aparelho digestivo,2023,232
Distrito de Viseu,Doenças do aparelho respiratório,2023,571
Distrito de Viseu,SIDA,2023,2
Distrito de Viseu,Suicídio,2023,31
Distrito de Viseu,Tuberculose,2023,2
Distrito de Viseu,Tumores malignos,2023,1043
Distrito de Évora,Diabetes,2001,86
Distrito de Évora,Doenças do aparelho circulatório,2001,879
Distrito de Évora,Doenças do aparelho digestivo,2001,76
Distrito de Évora,Doenças do aparelho respiratório,2001,123
Distrito de Évora,SIDA,2001,2
Distrito de Évora,Suicídio,2001,34
Distrito de Évora,Tuberculose,2001,3
Distrito de Évora,Tumores malignos,2001,423
Distrito de Évora,Diabetes,2002,91
Distrito de Évora,Doenças do aparelho circulatório,2002,865
Distrito de Évora,Doenças do aparelho digestivo,2002,77
Distrito de Évora,Doenças do aparelho respiratório,2002,133
Distrito de Évora,SIDA,2002,2
Distrito de Évora,Suicídio,2002,34
Distrito de Évora,Tuberculose,2002,3
Distrito de Évora,Tumores malignos,2002,430
Distrito de Évora,Diabetes,2003,96
Distrito de Évora,Doenças do aparelho circulatório,2003,851
Distrito de Évora,Doenças do aparelho digestivo,2003,78
Distrito de Évora,Doenças do aparelho respiratório,2003,143
Distrito de Évora,SIDA,2003,2
Distrito de Évora,Suicídio,2003,34
Distrito de Évora,Tuberculose,2003,3
Distrito de Évora,Tumores malignos,2003,438
Distrito de Évora,Diabetes,2004,100
Distrito de Évora,Doenças do aparelho circulatório,2004,837
Distrito de Évora,Doenças do aparelho digestivo,2004,79
Distrito de Évora,Doenças do aparelho respiratório,2004,153
Distrito de Évora,SIDA,2004,3
Distrito de Évora,Suicídio,2004,35
Distrito de Évora,Tuberculose,2004,3
Distrito de Évora,Tumores malignos,2004,445
Distrito de Évora,Diabetes,2005,105
Distrito de Évora,Doenças do aparelho circulatório,2005,822
Distrito de Évora,Doenças do aparelho digestivo,2005,80
Distrito de Évora,Doenças do aparelho respiratório,2005,162
Distrito de Évora,SIDA,2005,3
Distrito de Évora,Suicídio,2005,35
Distrito de Évora,Tuberculose,2005,4
Distrito de Évora,Tumores malignos,2005,452
Distrito de Évora,Diabetes,2006,110
Distrito de Évora,Doenças do aparelho circulatório,2006,808
Distrito de Évora,Doenças do aparelho digestivo,2006,82
Distrito de Évora,Doenças do aparelho respiratório,2006,172
Distrito de Évora,SIDA,2006,3
Distrito de Évora,Suicídio,2006,35
Distrito de Évora,Tuberculose,2006,4
Distrito de Évora,Tumores malignos,2006,460
Distrito de Évora,Diabetes,2007,114
Distrito de Évora,Doenças do aparelho circulatório,2007,794
Distrito de Évora,Doenças do aparelho digestivo,2007,83
Distrito de Évora,Doenças do aparelho respiratório,2007,182
Distrito de Évora,SIDA,2007,4
Distrito de Évora,Suicídio,2007,36
Distrito de Évora,Tuberculose,2007,4
Distrito de Évora,Tumores malignos,2007,467
Distrito de Évora,Diabetes,2008,119
Distrito de Évora,Doenças do aparelho circulatório,2008,780
Distrito de Évora,Doenças do aparelho digestivo,2008,84
Distrito de Évora,Doenças do aparelho respiratório,2008,192
Distrito de Évora,SIDA,2008,4
Distrito de Évora,Suicídio,2008,36
Distrito de Évora,Tuberculose,2008,4
Distrito de Évora,Tumores malignos,2008,475
Distrito de Évora,Diabetes,2009,124
Distrito de Évora,Doenças do aparelho circulatório,2009,766
Distrito de Évora,Doenças do aparelho digestivo,2009,85
Distrito de Évora,Doenças do aparelho respiratório,2009,202
Distrito de Évora,SIDA,2009,4
Distrito de Évora,Suicídio,2009,36
Distrito de Évora,Tuberculose,2009,4
Distrito de Évora,Tumores malignos,2009,482
Distrito de Évora,Diabetes,2010,143
Distrito de Évora,Doenças do aparelho circulatório,2010,735
Distrito de Évora,Doenças do aparelho digestivo,2010,80
Distrito de Évora,Doenças do aparelho respiratório,2010,201
Distrito de Évora,SIDA,2010,4
Distrito de Évora,Suicídio,2010,42
Distrito de Évora,Tuberculose,2010,4
Distrito de Évora,Tumores malignos,2010,528
Distrito de Évora,Diabetes,2011,144
Distrito de Évora,Doenças do aparelho circulatório,2011,694
Distrito de Évora,Doenças do aparelho digestivo,2011,75
Distrito de Évora,Doenças do aparelho respiratório,2011,177
Distrito de Évora,SIDA,2011,3
Distrito de Évora,Suicídio,2011,39
Distrito de Évora,Tuberculose,2011,0
Distrito de Évora,Tumores malignos,2011,463
Distrito de Évora,Diabetes,2012,134
Distrito de Évora,Doenças do aparelho circulatório,2012,723
Distrito de Évora,Doenças do aparelho digestivo,2012,62
Distrito de Évora,Doenças do aparelho respiratório,2012,220
Distrito de Évora,SIDA,2012,5
Distrito de Évora,Suicídio,2012,45
Distrito de Évora,Tuberculose,2012,4
Distrito de Évora,Tumores malignos,2012,498
Distrito de Évora,Diabetes,2013,125
Distrito de Évora,Doenças do aparelho circulatório,2013,708
Distrito de Évora,Doenças do aparelho digestivo,2013,78
Distrito de Évora,Doenças do aparelho respiratório,2013,220
Distrito de Évora,SIDA,2013,3
Distrito de Évora,Suicídio,2013,41
Distrito de Évora,Tuberculose,2013,3
Distrito de Évora,Tumores malignos,2013,487
Distrito de Évora,Diabetes,2014,117
Distrito de Évora,Doenças do aparelho circulatório,2014,728
Distrito de Évora,Doenças do aparelho digestivo,2014,74
Distrito de Évora,Doenças do aparelho respiratório,2014,195
Distrito de Évora,SIDA,2014,0
Distrito de Évora,Suicídio,2014,33
Distrito de Évora,Tuberculose,2014,0
Distrito de Évora,Tumores malignos,2014,530
Distrito de Évora,Diabetes,2015,117
Distrito de Évora,Doenças do aparelho circulatório,2015,719
Distrito de Évora,Doenças do aparelho digestivo,2015,60
Distrito de Évora,Doenças do aparelho respiratório,2015,187
Distrito de Évora,SIDA,2015,4
Distrito de Évora,Suicídio,2015,47
Distrito de Évora,Tuberculose,2015,2
Distrito de Évora,Tumores malignos,2015,508
Distrito de Évora,Diabetes,2016,163
Distrito de Évora,Doenças do aparelho circulatório,2016,705
Distrito de Évora,Doenças do aparelho digestivo,2016,81
Distrito de Évora,Doenças do aparelho respiratório,2016,206
Distrito de Évora,SIDA,2016,9
Distrito de Évora,Suicídio,2016,32
Distrito de Évora,Tuberculose,2016,4
Distrito de Évora,Tumores malignos,2016,531
Distrito de Évora,Diabetes,2017,120
Distrito de Évora,Doenças do aparelho circulatório,2017,688
Distrito de Évora,Doenças do aparelho digestivo,2017,109
Distrito de Évora,Doenças do aparelho respiratório,2017,219
Distrito de Évora,SIDA,2017,1
Distrito de Évora,Suicídio,2017,33
Distrito de Évora,Tuberculose,2017,1
Distrito de Évora,Tumores malignos,2017,528
Distrito de Évora,Diabetes,2018,119
Distrito de Évora,Doenças do aparelho circulatório,2018,717
Distrito de Évora,Doenças do aparelho digestivo,2018,68
Distrito de Évora,Doenças do aparelho respiratório,2018,201
Distrito de Évora,SIDA,2018,3
Distrito de Évora,Suicídio,2018,33
Distrito de Évora,Tuberculose,2018,3
Distrito de Évora,Tumores malignos,2018,507
Distrito de Évora,Diabetes,2019,116
Distrito de Évora,Doenças do aparelho circulatório,2019,689
Distrito de Évora,Doenças do aparelho digestivo,2019,80
Distrito de Évora,Doenças do aparelho respiratório,2019,201
Distrito de Évora,SIDA,2019,2
Distrito de Évora,Suicídio,2019,33
Distrito de Évora,Tuberculose,2019,0
Distrito de Évora,Tumores malignos,2019,528
Distrito de Évora,Diabetes,2020,134
Distrito de Évora,Doenças do aparelho circulatório,2020,715
Distrito de Évora,Doenças do aparelho digestivo,2020,76
Distrito de Évora,Doenças do aparelho respiratório,2020,177
Distrito de Évora,SIDA,2020,2
Distrito de Évora,Suicídio,2020,30
Distrito de Évora,Tuberculose,2020,1
Distrito de Évora,Tumores malignos,2020,538
Distrito de Évora,Diabetes,2021,96
Distrito de Évora,Doenças do aparelho circulatório,2021,685
Distrito de Évora,Doenças do aparelho digestivo,2021,88
Distrito de Évora,Doenças do aparelho respiratório,2021,157
Distrito de Évora,SIDA,2021,3
Distrito de Évora,Suicídio,2021,21
Distrito de Évora,Tuberculose,2021,2
Distrito de Évora,Tumores malignos,2021,473
Distrito de Évora,Diabetes,2022,98
Distrito de Évora,Doenças do aparelho circulatório,2022,731
Distrito de Évora,Doenças do aparelho digestivo,2022,89
Distrito de Évora,Doenças do aparelho respiratório,2022,180
Distrito de Évora,SIDA,2022,2
Distrito de Évora,Suicídio,2022,30
Distrito de Évora,Tuberculose,2022,1
Distrito de Évora,Tumores malignos,2022,504
Distrito de Évora,Diabetes,2023,84
Distrito de Évora,Doenças do aparelho circulatório,2023,606
Distrito de Évora,Doenças do aparelho digestivo,2023,85
Distrito de Évora,Doenças do aparelho respiratório,2023,209
Distrito de Évora,SIDA,2023,1
Distrito de Évora,Suicídio,2023,25
Distrito de Évora,Tuberculose,2023,2
Distrito de Évora,Tumores malignos,2023,490
Distrito do Porto,Diabetes,2001,491
Distrito do Porto,Doenças do aparelho circulatório,2001,4325
Distrito do Porto,Doenças do aparelho digestivo,2001,501
Distrito do Porto,Doenças do aparelho respiratório,2001,1277
Distrito do Porto,SIDA,2001,233
Distrito do Porto,Suicídio,2001,59
Distrito do Porto,Tuberculose,2001,75
Distrito do Porto,Tumores malignos,2001,2859
Distrito do Porto,Diabetes,2002,502
Distrito do Porto,Doenças do aparelho circulatório,2002,4300
Distrito do Porto,Doenças do aparelho digestivo,2002,520
Distrito do Porto,Doenças do aparelho respiratório,2002,1326
Distrito do Porto,SIDA,2002,221
Distrito do Porto,Suicídio,2002,60
Distrito do Porto,Tuberculose,2002,72
Distrito do Porto,Tumores malignos,2002,2951
Distrito do Porto,Diabetes,2003,514
Distrito do Porto,Doenças do aparelho circulatório,2003,4274
Distrito do Porto,Doenças do aparelho digestivo,2003,538
Distrito do Porto,Doenças do aparelho respiratório,2003,1374
Distrito do Porto,SIDA,2003,210
Distrito do Porto,Suicídio,2003,60
Distrito do Porto,Tuberculose,2003,70
Distrito do Porto,Tumores malignos,2003,3044
Distrito do Porto,Diabetes,2004,526
Distrito do Porto,Doenças do aparelho circulatório,2004,4249
Distrito do Porto,Doenças do aparelho digestivo,2004,557
Distrito do Porto,Doenças do aparelho respiratório,2004,1422
Distrito do Porto,SIDA,2004,198
Distrito do Porto,Suicídio,2004,60
Distrito do Porto,Tuberculose,2004,67
Distrito do Porto,Tumores malignos,2004,3136
Distrito do Porto,Diabetes,2005,537
Distrito do Porto,Doenças do aparelho circulatório,2005,4224
Distrito do Porto,Doenças do aparelho digestivo,2005,576
Distrito do Porto,Doenças do aparelho respiratório,2005,1471
Distrito do Porto,SIDA,2005,186
Distrito do Porto,Suicídio,2005,61
Distrito do Porto,Tuberculose,2005,64
Distrito do Porto,Tumores malignos,2005,3228
Distrito do Porto,Diabetes,2006,548
Distrito do Porto,Doenças do aparelho circulatório,2006,4199
Distrito do Porto,Doenças do aparelho digestivo,2006,595
Distrito do Porto,Doenças do aparelho respiratório,2006,1520
Distrito do Porto,SIDA,2006,175
Distrito do Porto,Suicídio,2006,62
Distrito do Porto,Tuberculose,2006,61
Distrito do Porto,Tumores malignos,2006,3320
Distrito do Porto,Diabetes,2007,560
Distrito do Porto,Doenças do aparelho circulatório,2007,4174
Distrito do Porto,Doenças do aparelho digestivo,2007,614
Distrito do Porto,Doenças do aparelho respiratório,2007,1568
Distrito do Porto,SIDA,2007,163
Distrito do Porto,Suicídio,2007,62
Distrito do Porto,Tuberculose,2007,58
Distrito do Porto,Tumores malignos,2007,3412
Distrito do Porto,Diabetes,2008,572
Distrito do Porto,Doenças do aparelho circulatório,2008,4148
Distrito do Porto,Doenças do aparelho digestivo,2008,632
Distrito do Porto,Doenças do aparelho respiratório,2008,1616
Distrito do Porto,SIDA,2008,152
Distrito do Porto,Suicídio,2008,62
Distrito do Porto,Tuberculose,2008,56
Distrito do Porto,Tumores malignos,2008,3505
Distrito do Porto,Diabetes,2009,583
Distrito do Porto,Doenças do aparelho circulatório,2009,4123
Distrito do Porto,Doenças do aparelho digestivo,2009,651
Distrito do Porto,Doenças do aparelho respiratório,2009,1665
Distrito do Porto,SIDA,2009,140
Distrito do Porto,Suicídio,2009,63
Distrito do Porto,Tuberculose,2009,53
Distrito do Porto,Tumores malignos,2009,3597
Distrito do Porto,Diabetes,2010,629
Distrito do Porto,Doenças do aparelho circulatório,2010,4080
Distrito do Porto,Doenças do aparelho digestivo,2010,563
Distrito do Porto,Doenças do aparelho respiratório,2010,1653
Distrito do Porto,SIDA,2010,112
Distrito do Porto,Suicídio,2010,76
Distrito do Porto,Tuberculose,2010,42
Distrito do Porto,Tumores malignos,2010,3693
Distrito do Porto,Diabetes,2011,620
Distrito do Porto,Doenças do aparelho circulatório,2011,3826
Distrito do Porto,Doenças do aparelho digestivo,2011,574
Distrito do Porto,Doenças do aparelho respiratório,2011,1698
Distrito do Porto,SIDA,2011,96
Distrito do Porto,Suicídio,2011,89
Distrito do Porto,Tuberculose,2011,55
Distrito do Porto,Tumores malignos,2011,3875
Distrito do Porto,Diabetes,2012,632
Distrito do Porto,Doenças do aparelho circulatório,2012,4211
Distrito do Porto,Doenças do aparelho digestivo,2012,573
Distrito do Porto,Doenças do aparelho respiratório,2012,1835
Distrito do Porto,SIDA,2012,82
Distrito do Porto,Suicídio,2012,96
Distrito do Porto,Tuberculose,2012,42
Distrito do Porto,Tumores malignos,2012,3888
Distrito do Porto,Diabetes,2013,595
Distrito do Porto,Doenças do aparelho circulatório,2013,4080
Distrito do Porto,Doenças do aparelho digestivo,2013,606
Distrito do Porto,Doenças do aparelho respiratório,2013,1669
Distrito do Porto,SIDA,2013,74
Distrito do Porto,Suicídio,2013,101
Distrito do Porto,Tuberculose,2013,45
Distrito do Porto,Tumores malignos,2013,3937
Distrito do Porto,Diabetes,2014,505
Distrito do Porto,Doenças do aparelho circulatório,2014,4381
Distrito do Porto,Doenças do aparelho digestivo,2014,623
Distrito do Porto,Doenças do aparelho respiratório,2014,1654
Distrito do Porto,SIDA,2014,64
Distrito do Porto,Suicídio,2014,162
Distrito do Porto,Tuberculose,2014,41
Distrito do Porto,Tumores malignos,2014,4147
Distrito do Porto,Diabetes,2015,520
Distrito do Porto,Doenças do aparelho circulatório,2015,4377
Distrito do Porto,Doenças do aparelho digestivo,2015,608
Distrito do Porto,Doenças do aparelho respiratório,2015,1901
Distrito do Porto,SIDA,2015,52
Distrito do Porto,Suicídio,2015,104
Distrito do Porto,Tuberculose,2015,43
Distrito do Porto,Tumores malignos,2015,4087
Distrito do Porto,Diabetes,2016,538
Distrito do Porto,Doenças do aparelho circulatório,2016,4333
Distrito do Porto,Doenças do aparelho digestivo,2016,667
Distrito do Porto,Doenças do aparelho respiratório,2016,1825
Distrito do Porto,SIDA,2016,46
Distrito do Porto,Suicídio,2016,118
Distrito do Porto,Tuberculose,2016,38
Distrito do Porto,Tumores malignos,2016,4194
Distrito do Porto,Diabetes,2017,540
Distrito do Porto,Doenças do aparelho circulatório,2017,4437
Distrito do Porto,Doenças do aparelho digestivo,2017,694
Distrito do Porto,Doenças do aparelho respiratório,2017,1898
Distrito do Porto,SIDA,2017,44
Distrito do Porto,Suicídio,2017,140
Distrito do Porto,Tuberculose,2017,31
Distrito do Porto,Tumores malignos,2017,4201
Distrito do Porto,Diabetes,2018,555
Distrito do Porto,Doenças do aparelho circulatório,2018,4521
Distrito do Porto,Doenças do aparelho digestivo,2018,683
Distrito do Porto,Doenças do aparelho respiratório,2018,1950
Distrito do Porto,SIDA,2018,51
Distrito do Porto,Suicídio,2018,137
Distrito do Porto,Tuberculose,2018,47
Distrito do Porto,Tumores malignos,2018,4398
Distrito do Porto,Diabetes,2019,499
Distrito do Porto,Doenças do aparelho circulatório,2019,4517
Distrito do Porto,Doenças do aparelho digestivo,2019,731
Distrito do Porto,Doenças do aparelho respiratório,2019,1920
Distrito do Porto,SIDA,2019,41
Distrito do Porto,Suicídio,2019,97
Distrito do Porto,Tuberculose,2019,26
Distrito do Porto,Tumores malignos,2019,4336
Distrito do Porto,Diabetes,2020,529
Distrito do Porto,Doenças do aparelho circulatório,2020,4663
Distrito do Porto,Doenças do aparelho digestivo,2020,736
Distrito do Porto,Doenças do aparelho respiratório,2020,1780
Distrito do Porto,SIDA,2020,30
Distrito do Porto,Suicídio,2020,124
Distrito do Porto,Tuberculose,2020,35
Distrito do Porto,Tumores malignos,2020,4376
Distrito do Porto,Diabetes,2021,397
Distrito do Porto,Doenças do aparelho circulatório,2021,4314
Distrito do Porto,Doenças do aparelho digestivo,2021,753
Distrito do Porto,Doenças do aparelho respiratório,2021,1491
Distrito do Porto,SIDA,2021,28
Distrito do Porto,Suicídio,2021,113
Distrito do Porto,Tuberculose,2021,30
Distrito do Porto,Tumores malignos,2021,4282
Distrito do Porto,Diabetes,2022,429
Distrito do Porto,Doenças do aparelho circulatório,2022,4440
Distrito do Porto,Doenças do aparelho digestivo,2022,808
Distrito do Porto,Doenças do aparelho respiratório,2022,1819
Distrito do Porto,SIDA,2022,29
Distrito do Porto,Suicídio,2022,134
Distrito do Porto,Tuberculose,2022,35
Distrito do Porto,Tumores malignos,2022,4352
Distrito do Porto,Diabetes,2023,401
Distrito do Porto,Doenças do aparelho circulatório,2023,4134
Distrito do Porto,Doenças do aparelho digestivo,2023,739
Distrito do Porto,Doenças do aparelho respiratório,2023,1965
Distrito do Porto,SIDA,2023,30
Distrito do Porto,Suicídio,2023,148
Distrito do Porto,Tuberculose,2023,27
Distrito do Porto,Tumores malignos,2023,4462
Região Autónoma da Madeira,Diabetes,2001,97
Região Autónoma da Madeira,Doenças do aparelho circulatório,2001,864
Região Autónoma da Madeira,Doenças do aparelho digestivo,2001,156
Região Autónoma da Madeira,Doenças do aparelho respiratório,2001,443
Região Autónoma da Madeira,SIDA,2001,8
Região Autónoma da Madeira,Suicídio,2001,9
Região Autónoma da Madeira,Tuberculose,2001,6
Região Autónoma da Madeira,Tumores malignos,2001,440
Região Autónoma da Madeira,Diabetes,2002,108
Região Autónoma da Madeira,Doenças do aparelho circulatório,2002,844
Região Autónoma da Madeira,Doenças do aparelho digestivo,2002,152
Região Autónoma da Madeira,Doenças do aparelho respiratório,2002,450
Região Autónoma da Madeira,SIDA,2002,8
Região Autónoma da Madeira,Suicídio,2002,11
Região Autónoma da Madeira,Tuberculose,2002,5
Região Autónoma da Madeira,Tumores malignos,2002,447
Região Autónoma da Madeira,Diabetes,2003,120
Região Autónoma da Madeira,Doenças do aparelho circulatório,2003,824
Região Autónoma da Madeira,Doenças do aparelho digestivo,2003,148
Região Autónoma da Madeira,Doenças do aparelho respiratório,2003,456
Região Autónoma da Madeira,SIDA,2003,7
Região Autónoma da Madeira,Suicídio,2003,13
Região Autónoma da Madeira,Tuberculose,2003,5
Região Autónoma da Madeira,Tumores malignos,2003,454
Região Autónoma da Madeira,Diabetes,2004,131
Região Autónoma da Madeira,Doenças do aparelho circulatório,2004,804
Região Autónoma da Madeira,Doenças do aparelho digestivo,2004,144
Região Autónoma da Madeira,Doenças do aparelho respiratório,2004,462
Região Autónoma da Madeira,SIDA,2004,6
Região Autónoma da Madeira,Suicídio,2004,15
Região Autónoma da Madeira,Tuberculose,2004,4
Região Autónoma da Madeira,Tumores malignos,2004,460
Região Autónoma da Madeira,Diabetes,2005,142
Região Autónoma da Madeira,Doenças do aparelho circulatório,2005,784
Região Autónoma da Madeira,Doenças do aparelho digestivo,2005,140
Região Autónoma da Madeira,Doenças do aparelho respiratório,2005,469
Região Autónoma da Madeira,SIDA,2005,6
Região Autónoma da Madeira,Suicídio,2005,18
Região Autónoma da Madeira,Tuberculose,2005,4
Região Autónoma da Madeira,Tumores malignos,2005,467
Região Autónoma da Madeira,Diabetes,2006,153
Região Autónoma da Madeira,Doenças do aparelho circulatório,2006,765
Região Autónoma da Madeira,Doenças do aparelho digestivo,2006,136
Região Autónoma da Madeira,Doenças do aparelho respiratório,2006,476
Região Autónoma da Madeira,SIDA,2006,6
Região Autónoma da Madeira,Suicídio,2006,20
Região Autónoma da Madeira,Tuberculose,2006,3
Região Autónoma da Madeira,Tumores malignos,2006,474
Região Autónoma da Madeira,Diabetes,2007,164
Região Autónoma da Madeira,Doenças do aparelho circulatório,2007,745
Região Autónoma da Madeira,Doenças do aparelho digestivo,2007,132
Região Autónoma da Madeira,Doenças do aparelho respiratório,2007,482
Região Autónoma da Madeira,SIDA,2007,5
Região Autónoma da Madeira,Suicídio,2007,22
Região Autónoma da Madeira,Tuberculose,2007,2
Região Autónoma da Madeira,Tumores malignos,2007,480
Região Autónoma da Madeira,Diabetes,2008,176
Região Autónoma da Madeira,Doenças do aparelho circulatório,2008,725
Região Autónoma da Madeira,Doenças do aparelho digestivo,2008,128
