;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Estremoz; 10; 12; 6; 4; 8; 6; 9; 6; 6; 4; 2; 5; 11; 35; 44; 45; 48; 41; 57; 49; 40; 45; 50; 49; 42; 52; 88; 111; 97; 87; 63; 75; 86; 65; 86; 69; 60; 81; 59; 7; 5; 4; 5; 10; 3; 4; 2; 3; 5; 2; 1; 2; 0; 1; 0; 0; 0; 0;,,,; 0; 0; 0; 0; 0; 0; 14; 29; 19; 13; 18; 8; 20; 25; 23; 22; 19; 15; 28; 0; 1; 0; 0; 0; 1; 0; 2; 0; 0; 1; 1; 0; 14; 8; 7; 6; 6; 11; 14; 4; 7; 7; 10; 8; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Évora; 42; 42; 41; 39; 38; 44; 36; 30; 29; 34; 39; 33; 18; 156; 169; 159; 176; 149; 151; 172; 169; 173; 170; 134; 158; 155; 185; 173; 174; 185; 197; 211; 169; 190; 183; 178; 170; 196; 143; 7; 10; 13; 6; 7; 11; 8; 8; 5; 7; 5; 11; 8; 0; 3; 1;,,,; 1; 3; 1; 1; 0; 1; 2; 1; 0; 43; 54; 51; 49; 48; 69; 62; 58; 57; 49; 35; 50; 49; 1; 1; 3;,,,; 3; 3; 1; 0; 1; 0; 2; 0; 0; 23; 11; 18; 19; 13; 27; 29; 23; 20; 21; 28; 22; 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Montemor-o-Novo; 26; 22; 16; 17; 17; 28; 11; 22; 20; 16; 13; 12; 8; 63; 48; 55; 67; 50; 56; 58; 62; 61; 72; 55; 55; 56; 84; 85; 90; 82; 88; 80; 74; 88; 89; 110; 92; 90; 74; 7; 2; 6; 4; 7; 5; 3; 3; 5; 4; 5; 4; 4; 0; 0; 0;,,,; 0; 0; 0; 0; 0; 0; 0; 0; 1; 20; 22; 21; 15; 24; 28; 22; 14; 19; 12; 17; 12; 26; 2; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 9; 9; 12; 9;,,,; 3; 8; 5; 6; 6; 7; 16; 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Mora; 9; 6; 8; 5; 3; 4; 13; 8; 7; 10; 8; 6; 6; 15; 19; 20; 10; 21; 25; 12; 19; 18; 13; 21; 12; 31; 33; 33; 31; 26; 19; 32; 31; 34; 24; 25; 42; 25; 29; 2; 3; 0;,,,; 4; 1; 2; 2;,,,; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6; 8; 16; 9; 7; 12; 8; 9; 7; 10; 6; 11; 8; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 5; 4; 4; 4; 5;,,,; 9;,,,; 3; 10; 2; 6; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Mourão;,,,;,,,;,,,; 2; 4; 5;,,,;,,,; 6; 2;,,,; 5;,,,; 5; 6; 5; 7; 16; 7; 7; 9; 9; 6; 3; 11; 2; 20; 9; 5; 8; 12; 13; 15; 6; 11; 9; 13; 8; 6; 0; 0;,,,;,,,;,,,; 0; 1; 0;,,,;,,,;,,,; 0; 0; 0; 0; 0; 0;,,,; 0;,,,; 0; 0; 0; 0; 0; 0; 3; 6; 9; 2;,,,; 3; 5; 5; 6; 5; 2; 3; 6; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0;,,,;,,,;,,,;,,,; 3;,,,; 4; 5; 0; 4; 5;,,,;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Portel; 2; 5; 7; 7; 4; 8; 6; 6; 4; 4;,,,; 3; 0; 25; 16; 17; 25; 22; 20; 25; 21; 18; 21; 19; 17; 25; 32; 37; 21; 27; 46; 37; 28; 29; 35; 38; 26; 34; 29; 2; 2; 0; 2; 2; 0; 1; 3; 3; 2; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9; 7; 4; 12; 9; 9; 20; 7; 11; 5; 8; 6; 9; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 3; 2;,,,; 5; 2; 3;,,,; 3; 7; 3; 6; 6; 6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Redondo; 8; 5; 4; 5; 2; 5; 8; 6; 4; 3; 0; 5;,,,; 23; 32; 22; 22; 25; 21; 34; 21; 17; 17; 23; 25; 18; 36; 31; 30; 32; 31; 32; 27; 32; 26; 29; 42; 30; 35; 0;,,,; 0; 2; 1; 5; 1; 2; 3; 1; 0; 2; 4; 0; 0;,,,; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 9; 10; 16; 10; 11; 6; 7; 9; 9; 8; 8; 5; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2;,,,; 7; 5; 2; 6; 8; 4; 5;,,,; 4; 9; 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Reguengos de Monsaraz; 9;,,,; 7; 5; 3; 13; 8; 3; 5; 12; 4; 5; 5; 31; 31; 30; 30; 38; 30; 40; 29; 33; 25; 29; 32; 22; 39; 52; 61; 62; 57; 42; 60; 43; 39; 52; 54; 57; 41; 1; 2; 3; 2; 5; 0; 3; 3; 5; 2; 1;,,,; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 16; 21; 15; 18; 16; 17; 15; 15; 12; 6; 10; 16; 9; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 3; 3; 3; 7; 6; 10; 7; 5; 6; 4; 4; 6; 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vendas Novas; 5; 9; 5; 9; 6; 7; 7; 9; 5; 9; 5; 6; 10; 25; 38; 25; 44; 46; 51; 35; 43; 34; 55; 39; 40; 35; 37; 47; 45; 45; 49; 36; 50; 56; 51; 40; 43; 54; 46; 1; 4; 5; 4; 3; 2; 2; 1; 3; 3; 2; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 16; 14; 14; 12; 21; 6; 20; 14; 12; 12; 7; 10; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;,,,; 3; 4; 10; 4; 4; 6; 6; 5; 6; 5; 4; 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Viana do Alentejo; 9; 5; 10; 6; 6; 7; 5; 10; 8; 9; 9; 4; 5; 13; 19; 23; 20; 18; 23; 23; 17; 20; 16; 20; 16; 19; 22; 33; 48; 35; 34; 29; 29; 30; 20; 19; 21; 31; 24; 0; 4; 0;,,,; 2; 0; 2;,,,;,,,; 3; 4;,,,; 1; 0; 0;,,,; 0;,,,; 0; 0; 0; 0; 0; 0; 0; 0; 15; 10; 18; 8;,,,; 7; 5; 12; 4; 10; 4; 9; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 7; 3; 3; 3; 4; 10;,,,; 4; 5; 4; 4; 7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vila Viçosa; 14; 8; 7; 7; 8; 13; 7; 9; 10; 14; 3; 3; 7; 19; 19; 23; 21; 16; 28; 23; 20; 31; 25; 16; 24; 19; 40; 26; 26; 31; 35; 33; 26; 42; 42; 34; 34; 24; 25; 3; 4; 3; 2; 3; 1; 3;,,,; 0; 1;,,,; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 4; 6; 12; 10; 7; 9; 7; 8; 10; 12; 11; 9; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 8; 6; 4; 3; 8; 3; 4;,,,; 6; 3; 3; 1; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS II;Algarve; 146; 159; 165; 149; 159; 144; 142; 142; 124; 141; 128; 131; 118; 1 144; 1 147; 1 148; 1 171; 1 154; 1 251; 1 251; 1 164; 1 279; 1 250; 1 254; 1 257; 1 316; 1 292; 1 315; 1 199; 1 257; 1 261; 1 336; 1 399; 1 432; 1 434; 1 470; 1 450; 1 433; 1 352; 57; 60; 79; 76; 69; 61; 81; 74; 67; 74; 77; 76; 69; 8; 8; 14; 11; 8; 6; 8; 12; 12; 11; 7; 8; 8; 483; 628; 536; 531; 590; 631; 631; 620; 495; 485; 431; 495; 552; 36; 21; 31; 25; 24; 21; 17; 15; 16; 13; 13; 10; 10; 216; 195; 212; 202; 179; 251; 202; 227; 196; 225; 241; 242; 271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS III;Algarve; 146; 159; 165; 149; 159; 144; 142; 142; 124; 141; 128; 131; 118; 1 144; 1 147; 1 148; 1 171; 1 154; 1 251; 1 251; 1 164; 1 279; 1 250; 1 254; 1 257; 1 316; 1 292; 1 315; 1 199; 1 257; 1 261; 1 336; 1 399; 1 432; 1 434; 1 470; 1 450; 1 433; 1 352; 57; 60; 79; 76; 69; 61; 81; 74; 67; 74; 77; 76; 69; 8; 8; 14; 11; 8; 6; 8; 12; 12; 11; 7; 8; 8; 483; 628; 536; 531; 590; 631; 631; 620; 495; 485; 431; 495; 552; 36; 21; 31; 25; 24; 21; 17; 15; 16; 13; 13; 10; 10; 216; 195; 212; 202; 179; 251; 202; 227; 196; 225; 241; 242; 271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Albufeira; 9; 10; 13; 7; 5; 10; 14; 8; 10; 11; 4; 6; 9; 72; 76; 62; 76; 86; 96; 80; 98; 87; 98; 82; 86; 105; 79; 83; 62; 88; 78; 84; 84; 113; 105; 95; 83; 112; 98; 4; 7; 8; 5; 7; 3; 9; 10; 7; 10; 8; 4; 10; 2; 1; 0; 0; 0; 1; 0; 2; 1; 0; 0; 0; 0; 19; 39; 34; 27; 33; 44; 53; 43; 30; 18; 26; 31; 32; 2; 2; 1; 1; 0; 2; 1; 2; 0; 2; 2; 0; 1; 16; 6; 11; 8; 16; 17; 18; 23; 13; 19; 15; 20; 12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Alcoutim; 3; 0;,,,;,,,; 2;,,,;,,,;,,,; 2; 7;,,,;,,,;,,,; 10; 9; 15; 11; 16; 9; 16; 13; 16; 13; 13; 11; 15; 29; 34; 22; 24; 21; 27; 35; 18; 29; 32; 25; 26; 19;,,,; 3; 0; 0; 0;,,,; 0;,,,;,,,; 2;,,,; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 7; 12; 14; 11; 11; 9; 6; 13; 8; 7; 6; 11; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;,,,;,,,; 5; 4;,,,;,,,; 3;,,,; 3; 1; 2; 4; 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Aljezur; 0; 6; 3;,,,; 5;,,,;,,,; 3; 2; 4; 2;,,,; 5; 16; 26; 25; 24; 14; 17; 17; 11; 22; 18; 27; 24; 16; 28; 24; 18; 22; 25; 25; 24; 18; 20; 26; 23; 25; 28; 2; 2; 3; 5; 3; 2;,,,; 0; 5; 2; 3; 2; 1; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 9; 15; 10; 15; 14; 12; 13;,,,; 10; 16; 5; 9; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 4; 3;,,,; 4; 3; 3; 8; 2; 2; 4; 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Castro Marim; 4; 9; 2; 3; 2; 6; 5; 6; 2; 6;,,,;,,,; 3; 18; 16; 13; 17; 25; 19; 25; 26; 21; 25; 9; 15; 24; 32; 20; 20; 22; 26; 42; 33; 31; 37; 22; 31; 44; 21; 2; 3; 0;,,,; 2; 1; 1; 3; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 2; 1; 0; 0; 0; 0; 11; 10; 7; 13; 12; 15; 9; 14; 12; 11; 7; 9; 13; 1; 0; 0; 0; 2; 0; 2; 0; 2; 0; 0; 0; 0; 4; 2; 4; 7; 4; 6; 5; 5; 4; 8; 10; 3; 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Faro; 18; 20; 23; 26; 14; 24; 20; 20; 18; 13; 20; 20; 15; 159; 153; 159; 154; 163; 176; 147; 152; 164; 150; 155; 173; 176; 153; 153; 146; 168; 153; 156; 190; 161; 177; 173; 195; 153; 150; 3; 4; 9; 7; 8; 8; 7; 7; 5; 6; 12; 9; 8; 2; 3; 2; 2; 1; 0; 2; 3; 0; 0; 2; 0; 0; 66; 79; 79; 63; 66; 72; 84; 84; 60; 62; 42; 61; 71; 5; 5; 3; 2; 1; 3; 3; 1; 2; 1; 0; 0; 1; 26; 31; 34; 26; 25; 35; 31; 31; 23; 32; 23; 24; 34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Lagoa; 5; 5; 10; 3; 4; 8; 6; 5; 6; 9; 5; 4; 6; 50; 60; 56; 71; 72; 51; 63; 75; 61; 79; 64; 74; 63; 60; 55; 54; 51; 55; 57; 59; 71; 45; 54; 49; 58; 51; 2; 4; 5; 8; 2; 3; 1; 5; 5; 1; 3; 4; 5; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 31; 32; 22; 22; 27; 33; 28; 35; 33; 29; 17; 20; 16; 2; 1; 2; 0; 0; 2; 1; 1; 0; 1; 0; 0; 0; 8; 12; 12; 9; 7; 10; 10;,,,; 12; 8; 9; 10; 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Lagos; 7; 11; 12; 9; 15; 13; 9; 3; 9; 9; 5; 11; 7; 80; 72; 73; 75; 89; 96; 88; 95; 101; 83; 102; 90; 86; 89; 90; 96; 96; 71; 89; 99; 99; 109; 120; 115; 89; 96; 2; 3; 7; 8; 5; 5; 6; 4; 4; 5; 5; 10; 6; 1; 0; 1; 3; 1; 0; 1; 1; 0; 2; 0; 1; 1; 35; 32; 24; 38; 50; 42; 43; 39; 40; 46; 34; 45; 43; 1; 2; 1; 1; 2; 1; 0; 1; 1; 0; 1; 1; 0; 17; 13; 11; 22; 16; 17; 9; 9; 16; 15; 16; 17; 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Loulé; 17; 26; 26; 27; 22; 20; 25; 26; 15; 11; 23; 17; 14; 167; 178; 195; 156; 156; 185; 185; 160; 205; 179; 192; 194; 182; 220; 214; 173; 165; 175; 225; 218; 246; 266; 246; 283; 280; 263; 9; 10; 11; 6; 12; 9; 16; 12; 10; 10; 11; 14; 11; 0; 3; 2;,,,; 2; 1; 1; 2; 0; 3; 2; 0; 2; 85; 83; 75; 88; 91; 97; 95; 84; 63; 79; 68; 65; 88; 5; 3; 7;,,,; 5; 6; 3; 1; 3; 2; 1; 4; 3; 25; 33; 29; 23; 27; 54; 24; 40; 30; 40; 52; 39; 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Monchique; 5; 4; 2; 2; 4; 0; 2; 2; 4; 2; 6; 3;,,,; 25; 20; 18; 20; 16; 22; 20; 17; 29; 20; 23; 30; 18; 31; 28; 34; 29; 32; 31; 24; 28; 29; 31; 25; 22; 23; 0; 1; 0; 3; 1; 1; 2;,,,; 4; 2; 3; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 14; 15; 16; 11; 17; 19; 14; 11; 11; 17; 11; 10; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 8; 4; 5; 4; 5;,,,; 3; 3; 0; 2; 5; 6; 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Olhão; 17; 17; 13; 14; 26; 9; 16; 15; 14; 13; 15; 12; 10; 121; 122; 108; 126; 106; 128; 123; 108; 109; 113; 134; 119; 139; 105; 128; 132; 113; 114; 131; 140; 128; 121; 157; 130; 139; 109; 6; 8; 12; 11; 4; 7; 9; 7; 3; 6; 3; 3; 3; 0; 0; 2; 0; 1; 0; 1; 0; 2; 1; 1; 2; 0; 35; 72; 48; 48; 51; 53; 54; 59; 39; 38; 34; 53; 57; 9; 3; 6; 8; 4; 1; 3; 4; 2; 2; 2; 2; 2; 21; 17; 22; 18; 16; 18; 25; 21; 17; 22; 25; 27; 35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Portimão; 17; 11; 13; 14; 12; 16; 11; 12; 6; 13; 17; 15; 15; 139; 156; 149; 150; 133; 153; 169; 135; 171; 157; 172; 166; 200; 136; 154; 139; 158; 185; 156; 149; 148; 165; 138; 142; 131; 156; 6; 5; 13; 6; 6; 8; 6; 8; 9; 8; 5; 6; 5; 0; 0; 2; 1; 1; 1; 1; 0; 3; 3; 0; 1; 4; 64; 83; 58; 64; 61; 92; 70; 72; 71; 45; 76; 59; 59; 3; 3; 5; 4; 6; 3; 3; 4; 3; 3; 0; 0; 0; 31; 31; 22; 30; 25; 26; 19; 29; 28; 22; 28; 29; 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;São Brás de Alportel; 4; 6; 2;,,,; 5; 2; 2; 1; 5; 3; 2; 5; 1; 31; 20; 34; 24; 25; 30; 39; 27; 19; 26; 35; 25; 31; 32; 36; 29; 28; 26; 22; 25; 36; 27; 33; 26; 23; 34; 5; 1; 3; 3; 1; 1; 1; 3; 1; 3; 4; 2; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 8; 18; 19; 11; 13; 18; 20; 11; 15; 14; 5; 13; 15; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 10; 1; 4; 7; 4; 10; 5; 6; 2; 7; 6; 13; 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Silves; 9; 9; 11; 13; 12; 11; 4; 11; 4; 14; 6; 11; 13; 95; 81; 83; 93; 99; 114; 128; 102; 122; 113; 100; 98; 101; 113; 127; 110; 114; 128; 108; 127; 130; 118; 125; 125; 133; 111; 8; 2; 6; 8; 11; 6; 10; 9; 7; 9; 10; 15; 9; 1; 0; 0; 1; 0; 0; 0; 1; 2; 1; 2; 2; 0; 56; 68; 44; 68; 59; 57; 68; 58; 51; 52; 42; 29; 42; 1; 0; 1; 2; 0; 0; 0; 0; 1; 0; 5; 0; 1; 17; 15; 19; 15; 9; 25; 15; 17; 11; 15; 22; 23; 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
