;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Murtosa; 10; 6; 5; 7; 9; 7; 8; 8; 4; 2; 3; 5; 2; 37; 22; 25; 24; 25; 45; 20; 24; 30; 34; 24; 31; 30; 22; 30; 37; 42; 38; 40; 30; 36; 26; 29; 29; 35; 27; 3; 1; 2;,,,; 1; 2; 0; 2; 0; 1; 0; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 12; 23; 10; 11; 13; 14; 16; 14; 16; 7; 18; 11; 21; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 5;,,,; 8; 3; 4; 3; 3; 5; 7; 5; 4; 5; 7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Oliveira do Bairro; 9; 22; 13; 10; 14; 10; 9; 14; 10; 14; 5; 6; 14; 45; 46; 52; 44; 60; 47; 72; 53; 40; 60; 53; 55; 59; 91; 84; 84; 83; 82; 101; 82; 92; 90; 79; 77; 83; 77; 1; 0; 5;,,,; 0; 0; 3; 1; 1; 3; 4; 1; 2; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 33; 39; 33; 24; 29; 43; 45; 41; 27; 29; 21; 25; 32; 2; 0; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 7; 10; 8; 14; 7; 8; 14; 12; 10; 14; 15; 15; 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Ovar; 32; 23; 30; 24; 25; 22; 21; 25; 23; 23; 16; 17; 10; 116; 124; 104; 107; 118; 127; 125; 121; 124; 139; 153; 143; 124; 136; 133; 150; 168; 131; 136; 131; 123; 128; 148; 130; 119; 114; 4; 0; 5; 4; 7; 2; 3; 4; 6; 1; 5; 4; 4; 1; 0; 0; 0; 1; 0; 2; 1; 2; 1; 1; 0; 1; 62; 65; 51; 48; 63; 57; 57; 63; 60; 44; 55; 67; 56; 3; 0; 0; 0; 1; 0; 1; 2; 2; 0; 0; 1; 0; 22; 16; 16; 26; 24; 22; 14; 24; 15; 17; 21; 32; 24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Sever do Vouga; 5; 8; 11; 8; 7; 2; 2; 4; 4; 5; 5; 3; 7; 25; 28; 23; 22; 23; 27; 29; 21; 32; 44; 25; 34; 30; 58; 51; 44; 43; 45; 55; 50; 50; 53; 55; 62; 51; 51; 0; 2; 0;,,,; 2; 1; 0; 1; 2; 2; 1; 1; 2; 1; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 19; 13; 19; 11; 9; 21; 16; 17; 12; 14; 8; 12; 13; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 1; 0; 0; 4; 9; 4; 6; 7; 7; 5; 4; 11; 10; 7; 4; 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vagos; 5; 10; 9; 16; 7; 7; 9; 11; 6; 7; 8; 10; 5; 42; 54; 43; 50; 46; 62; 60; 45; 76; 72; 48; 53; 69; 53; 81; 56; 64; 68; 77; 87; 78; 101; 93; 76; 74; 68; 3; 2; 1; 2; 1; 1; 1; 0; 1; 1; 1; 3; 2; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 26; 21; 28; 32; 24; 23; 34; 33; 26; 18; 26; 27; 32; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 13;,,,; 11; 14; 15; 8; 9; 7; 9; 16; 8; 15; 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS III;Região de Coimbra; 177; 179; 176; 157; 158; 178; 166; 187; 169;-;-; 195; 153; 1 140; 1 204; 1 158; 1 189; 1 236; 1 234; 1 318; 1 294; 1 322; 1 301; 1 295; 1 314; 1 311; 1 600; 1 601; 1 526; 1 492; 1 475; 1 493; 1 530; 1 554; 1 699;-;-; 1 678; 1 508; 45; 45; 61; 56; 60; 66; 43; 45; 47;-;-; 50; 46; 5; 3; 1; 8; 8; 5; 3; 6; 8;-;-; 9; 4; 736; 891; 798; 737; 755; 766; 778; 741; 658;-;-; 610; 665; 9; 10; 5; 9; 12; 6; 9; 9; 6; 4; 9; 4; 6; 246; 230; 241; 238; 199; 253; 245; 214; 228;-;-; 230; 222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Arganil; 11; 12; 12;,,,; 7; 4; 7; 8; 6; 7; 9; 8; 8; 42; 43; 43; 45; 44; 39; 41; 45; 39; 44; 52; 41; 42; 56; 53; 65; 43; 40; 61; 49; 53; 63; 64; 51; 60; 56; 2;,,,; 3; 5; 0; 2; 1; 1; 0; 1; 2; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 24; 39; 51; 32; 37; 31; 43; 32; 25; 29; 25; 24; 33; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 7; 13; 9; 15; 8; 8; 15; 12; 7; 8; 12; 10; 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Cantanhede; 8; 16; 15; 13; 16; 14; 16; 13; 6; 16; 9; 10; 10; 81; 91; 95; 97; 99; 86; 89; 88; 115; 110; 109; 100; 114; 126; 137; 124; 132; 126; 143; 138; 112; 116; 137; 123; 121; 127; 5; 3; 7; 6; 8; 4; 4; 3; 7; 4; 2; 5; 1; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 62; 87; 66; 53; 55; 61; 73; 60; 48; 56; 47; 62; 59; 0; 0; 1; 0; 1; 1; 2; 1; 1; 0; 0; 0; 1; 26; 26; 18; 19; 15; 21; 19; 21; 22; 15; 20; 17; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Coimbra; 52; 40; 32; 37; 30; 35; 35; 55; 46; 46; 47; 48; 30; 353; 340; 345; 370; 392; 400; 397; 403; 416; 419; 391; 393; 386; 406; 357; 372; 365; 337; 355; 347; 362; 444; 439; 404; 412; 358; 7; 10; 10; 14; 17; 21; 11; 8; 13; 7; 5; 21; 18; 4; 1; 0; 2; 2; 2; 0; 2; 3; 3; 1; 6; 1; 180; 225; 194; 176; 217; 175; 185; 184; 185; 140; 138; 161; 167; 3; 6; 2; 4; 6; 1; 3; 4; 3; 2; 7; 3; 2; 58; 45; 59; 55; 55; 60; 55; 72; 58; 60; 52; 64; 60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Condeixa-a-Nova; 11; 8; 6; 5; 7; 11; 10; 12; 8; 10; 5; 7; 7; 33; 30; 42; 39; 39; 35; 34; 45; 37; 36; 43; 45; 37; 35; 46; 64; 52; 48; 43; 40; 45; 51; 53; 34; 41; 43; 4; 5; 1; 3; 2; 5; 2; 4; 3; 0; 2; 1; 1; 0; 0; 0;,,,; 0; 0; 1; 1; 0; 1; 0; 0; 0; 37; 39; 28; 25; 28; 33; 23; 27; 21; 34; 21; 21; 26; 1; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 1; 7; 5; 12; 10; 13; 6; 13; 6; 6; 6; 8; 9; 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Figueira da Foz; 23; 23; 32; 20; 21; 38; 33; 30; 35; 28; 33; 35; 31; 143; 175; 160; 150; 176; 165; 201; 159; 174; 170; 172; 194; 176; 234; 216; 189; 195; 224; 194; 240; 270; 273; 273; 247; 251; 222; 3; 8; 11; 9; 8; 7; 5; 11; 6; 11; 10; 3; 9; 0; 2; 0; 2; 0; 0; 0; 1; 0; 3; 1; 0; 0; 85; 90; 93; 83; 80; 104; 103; 92; 65; 59; 89; 76; 83; 1; 1; 0;,,,; 2; 2; 1; 1; 0; 1; 1; 1; 1; 26; 40; 31; 28; 27; 40; 27; 23; 30; 29; 31; 33; 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Góis; 1; 2; 5;,,,; 3; 6; 3; 1; 5; 8; 6; 6;,,,; 23; 20; 16; 11; 15; 10; 10; 18; 13; 15; 11; 13; 18; 28; 19; 20; 24; 22; 22; 23; 33; 25; 24; 24; 26; 19; 0; 0; 0; 2; 0; 1;,,,; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 14; 16; 7; 13; 12; 14; 18; 13; 8; 11; 8; 8; 6; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 7; 8; 3;,,,; 2; 3;,,,;,,,; 2; 4;,,,; 2; 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Lousã; 4; 10; 5; 6; 6; 2; 1; 7; 3; 2; 1; 4; 0; 36; 56; 31; 30; 41; 43; 33; 46; 48; 41; 32; 44; 47; 36; 47; 43; 52; 45; 50; 40; 42; 51; 63; 48; 55; 54; 0; 3; 0; 3; 1; 2; 2; 0; 0; 0; 3; 5; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 14; 34; 30; 24; 13; 19; 15; 22; 23; 22; 11; 18; 17; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 13; 6; 8; 5; 9; 9; 7; 3; 8; 6; 8; 6; 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Mealhada; 6; 4; 6; 4; 5; 7; 2; 5; 9; 6; 4; 5; 6; 39; 46; 54; 41; 37; 64; 53; 45; 54; 48; 48; 52; 53; 77; 76; 84; 73; 80; 73; 71; 72; 96; 102; 96; 95; 86; 0; 0; 4; 0; 1; 3; 2; 2; 3; 1; 3; 2; 2; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 35; 32; 23; 33; 28; 33; 32; 30; 28; 28; 18; 21; 26; 0; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8; 6; 10; 8; 4; 17; 11; 6; 9; 8; 11; 5; 7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Mira; 8; 5; 6; 7; 9; 9; 6; 6; 7; 7; 7; 5; 4; 35; 39; 25; 31; 34; 40; 47; 36; 32; 48; 49; 35; 34; 38; 45; 32; 42; 44; 28; 33; 39; 49; 46; 46; 40; 48; 1; 1; 1; 2; 1; 3; 2; 1; 0; 1; 0; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 20; 25; 14; 26; 13; 23; 9; 23; 19; 15; 13; 17; 20; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 6; 4; 8;,,,; 4; 5; 4; 9; 6; 7; 10; 1; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Miranda do Corvo; 1; 9; 7; 5; 11; 6; 1; 8; 2; 3; 6; 6; 2; 28; 31; 34; 20; 32; 33; 52; 39; 30; 38; 30; 40; 42; 49; 59; 43; 44; 41; 37; 58; 64; 51; 68; 63; 56; 45; 0; 1; 3;,,,; 3; 1; 2; 1; 0; 1; 3; 0; 2; 0; 0; 0; 0; 0;,,,; 0; 1; 0; 1; 1; 0; 0; 23; 27; 33; 25; 20; 16; 32; 29; 20; 17; 21; 25; 37; 0; 0; 1; 1; 2; 0; 0; 0; 0; 0; 0; 0; 0; 6; 7; 8; 9; 5; 9; 5; 4; 6; 8; 9; 12; 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Montemor-o-Velho; 10; 11; 10; 11; 11; 7; 12; 9; 5; 8; 14; 14; 8; 61; 59; 67; 66; 51; 59; 78; 74; 68; 66; 67; 55; 63; 111; 93; 113; 95; 98; 91; 116; 95; 108; 125; 110; 105; 105; 7; 3; 5; 6; 7; 2; 0; 2; 4; 3; 2; 2; 4; 0; 0; 0;,,,; 2; 0; 0; 0; 3; 0; 0; 0; 0; 41; 38; 36; 31; 46; 37; 36; 44; 23; 30; 35; 36; 38; 2; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 11; 18; 10; 14; 11; 12; 17; 16; 13; 15; 16; 7; 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Mortágua; 3; 1; 2; 7; 3; 5; 2; 3; 3; 3; 1; 2;,,,; 29; 25; 26; 22; 30; 27; 30; 21; 35; 26; 38; 30; 37; 41; 33; 44; 39; 37; 36; 33; 26; 30; 48; 43; 41; 42; 2; 0; 2; 1; 2; 0; 3; 3; 3; 1; 0; 3; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 20; 21; 27; 36; 16; 34; 25; 17; 32; 19; 7; 17; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8; 2; 8; 7; 9; 7; 9; 4; 6; 7; 5; 11; 6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Oliveira do Hospital; 5; 8; 3; 7; 0; 7; 6; 5; 6; 4; 2; 6; 8; 67; 59; 66; 69; 48; 65; 66; 73; 58; 56; 64; 70; 70; 64; 79; 81; 61; 74; 86; 83; 79; 79; 98; 83; 93; 74; 0; 1; 5;,,,; 2; 5; 2; 4; 1; 2; 3; 2; 2; 0; 0; 1;,,,; 0; 0; 2; 1; 0; 0; 0; 1; 0; 38; 40; 46; 40; 43; 48; 37; 44; 30; 42; 33; 28; 28; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 20; 11; 20; 14; 7; 12; 8; 8; 13; 8; 8; 14; 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Pampilhosa da Serra; 3; 7; 3; 0; 1; 2; 6; 1;,,,; 10; 6; 5; 4; 20; 22; 18; 16; 23; 13; 19; 21; 16; 11; 13; 20; 14; 35; 51; 33; 21; 27; 30; 32; 25; 21; 38; 31; 28; 24; 1; 0; 0; 0; 1; 1;,,,; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 17; 26; 14; 20; 13; 15; 14; 14; 14; 14; 14; 11; 8; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0;,,,; 7; 4; 7; 2; 5;,,,; 1; 6; 8;,,,; 6; 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Penacova; 6; 6; 6; 5; 5; 3; 2; 4; 6; 8; 4; 8; 5; 42; 36; 29; 46; 40; 36; 33; 44; 41; 32; 41; 46; 40; 68; 59; 70; 70; 70; 71; 56; 66; 60; 66; 66; 60; 41; 2; 1; 2;,,,; 0; 3; 2; 3; 2; 2; 1; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 25; 29; 25; 22; 21; 28; 29; 15; 24; 19; 21; 13; 29; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 8; 8; 6; 10; 6; 10; 11; 5; 7; 11; 8; 7; 7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Penela; 3; 4; 4; 5; 1; 3; 6; 2; 3; 7; 5; 3; 6; 12; 12; 12; 18; 16; 21; 24; 16; 25; 20; 18; 17; 19; 33; 43; 27; 30; 23; 18; 24; 21; 20; 23; 30; 30; 17; 5;,,,; 3; 0; 0; 2; 1; 0; 3; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 16; 20; 17; 16; 19; 18; 13; 11; 15; 17; 11; 6; 12; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0;,,,;,,,; 3; 3; 1;,,,; 4; 4; 3; 8; 7; 1; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Soure; 9; 9; 12; 11; 15; 9; 15; 10; 11; 10; 7; 16; 11; 37; 63; 40; 55; 67; 45; 52; 60; 59; 64; 49; 57; 57; 110; 107; 68; 68; 61; 62; 75; 74; 82; 89; 90; 79; 68; 5; 2; 2;,,,; 4; 3; 1; 0; 1; 1; 1; 1; 0; 0; 0; 0;,,,; 2; 0; 0; 0; 0; 0; 0; 0; 1; 41; 60; 54; 46; 50; 37; 49; 41; 42; 33; 27; 42; 26; 0; 0; 0;,,,; 0; 0; 1; 0; 0; 0; 0; 0; 0; 13; 11; 6; 18; 11; 16; 12; 7; 16; 16; 12; 11; 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Tábua; 8; 3; 10; 8; 6; 7; 2; 5; 4; 5; 2; 6; 8; 39; 34; 32; 42; 39; 32; 36; 35; 38; 38; 50; 37; 41; 39; 47; 32; 46; 39; 57; 32; 43; 52; 60; 47; 34; 39; 1; 3; 0; 0; 1; 0; 1; 1; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 36; 31; 31; 22; 31; 24; 31; 32; 25; 19; 14; 19; 20; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 9; 6; 9; 8; 7; 10; 14; 9; 8; 11; 11; 8; 6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vila Nova de Poiares; 5; 1; 0; 3; 1; 3; 1; 3;,,,;,,,; 0; 1; 0; 20; 23; 23; 21; 13; 21; 23; 26; 24; 19; 18; 25; 21; 14; 34; 22; 40; 39; 36; 40; 33; 28; 51; 33; 51; 40; 0; 2; 2;,,,; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;,,,; 0; 0; 0; 0; 0; 0; 0; 8; 12; 9; 14; 13; 16; 11; 11; 11; 9; 7; 5; 11; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7;,,,; 9; 4; 3;,,,; 5; 0; 2; 5; 4; 6; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS III;Região de Leiria; 135; 161; 150; 174; 157; 169; 137; 146; 128;-;-; 128; 110; 650; 685; 657; 682; 687; 720; 760; 750; 786; 743; 786; 752; 745; 772; 844; 847; 857; 781; 874; 865; 918; 894;-;-; 806; 807; 30; 51; 33; 41; 40; 32; 31; 25; 33;-;-; 31; 39; 0; 3; 3; 6; 2; 9; 7; 5; 3;-;-; 3; 1; 419; 401; 385; 369; 404; 404; 377; 470; 437;-;-; 436; 400; 8; 11; 11; 3; 12; 5; 3; 4; 2; 0; 4; 4; 2; 138; 142; 173; 140; 139; 152; 180; 123; 143;-;-; 155; 164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
